Date,NDVI,County_FIP,County_Name
02/02/2017,0.6188431440614928,001,Alameda
12/19/2017,0.4727047127272727,001,Alameda
11/01/2015,0.42068274853801174,001,Alameda
07/28/2017,0.36658603151105007,001,Alameda
03/22/2023,0.6197257557436517,001,Alameda
03/06/2017,0.6461314747818685,001,Alameda
08/13/2014,0.34626656903343095,001,Alameda
04/07/2015,0.5372319380619381,001,Alameda
08/13/2021,0.34333042910260275,001,Alameda
11/17/2018,0.4048874785395445,001,Alameda
10/16/2015,0.35894103051525766,001,Alameda
06/10/2022,0.38458711604095563,001,Alameda
01/01/2013,0.5340026722787784,001,Alameda
08/29/2017,0.34837351711783443,001,Alameda
09/30/2018,0.3536193085321472,001,Alameda
05/25/2021,0.3819143349859884,001,Alameda
07/12/2017,0.3713249637155297,001,Alameda
03/05/2016,0.6471456070034806,001,Alameda
04/23/2019,0.6017723460931335,001,Alameda
03/22/2019,0.6502979325594251,001,Alameda
03/06/2013,0.5999132162661738,001,Alameda
11/17/2013,0.37262575071986836,001,Alameda
05/25/2023,0.48529266865534654,001,Alameda
01/17/2013,0.5434897959183674,001,Alameda
06/10/2013,0.3853283431114708,001,Alameda
06/26/2018,0.36938626757102133,001,Alameda
01/01/2023,0.5356177233921458,001,Alameda
10/16/2017,0.35708130404532357,001,Alameda
10/16/2023,0.3930366451881106,001,Alameda
09/30/2013,0.36829184846123886,001,Alameda
07/12/2022,0.3658942903930131,001,Alameda
07/27/2020,0.3596061913115262,001,Alameda
06/10/2014,0.35898100966702473,001,Alameda
11/17/2017,0.4290521939470103,001,Alameda
05/25/2013,0.4115445014427701,001,Alameda
05/09/2021,0.4084394070937004,001,Alameda
05/09/2015,0.45650197971404133,001,Alameda
12/03/2015,0.514600677442358,001,Alameda
03/22/2017,0.6492985347604697,001,Alameda
09/14/2017,0.35880230814179975,001,Alameda
02/02/2016,0.6037110363803119,001,Alameda
06/10/2021,0.3681191827822832,001,Alameda
01/17/2014,0.37936986666666667,001,Alameda
11/01/2022,0.39941187806205775,001,Alameda
02/18/2019,0.5594074612083195,001,Alameda
11/01/2014,0.3727853420533583,001,Alameda
03/21/2016,0.6432719991764464,001,Alameda
01/01/2019,0.5268157500813536,001,Alameda
01/17/2018,0.5202853491074259,001,Alameda
02/02/2022,0.6314144569598017,001,Alameda
06/25/2016,0.38011207817172155,001,Alameda
03/05/2020,0.5410037480314961,001,Alameda
09/30/2021,0.34810126915942596,001,Alameda
05/24/2020,0.4177711288292069,001,Alameda
06/26/2015,0.3790136348915038,001,Alameda
01/01/2022,0.6489935648399349,001,Alameda
04/23/2015,0.4898672442588727,001,Alameda
10/16/2014,0.3519314486941211,001,Alameda
12/18/2012,0.5361480042319899,001,Alameda
12/03/2021,0.643498112998113,001,Alameda
11/17/2021,0.5873279609655881,001,Alameda
10/16/2019,0.3673366116437679,001,Alameda
01/17/2021,0.4314011421451563,001,Alameda
09/13/2020,0.34037924238054035,001,Alameda
07/28/2015,0.3721758343634117,001,Alameda
01/01/2015,0.5685459044009266,001,Alameda
07/11/2016,0.36919521037581704,001,Alameda
07/28/2018,0.35043563829787233,001,Alameda
08/13/2013,0.37062143425502286,001,Alameda
11/16/2020,0.3653115623899519,001,Alameda
04/23/2022,0.4866058720035189,001,Alameda
08/29/2013,0.3692549887177475,001,Alameda
05/25/2019,0.4709194215726637,001,Alameda
06/26/2023,0.40450871635840074,001,Alameda
10/15/2020,0.33971082238442823,001,Alameda
03/22/2018,0.6134899685863875,001,Alameda
06/26/2013,0.3898257560381571,001,Alameda
01/01/2020,0.5646369813333333,001,Alameda
05/09/2013,0.4356750888234698,001,Alameda
10/31/2016,0.5058862812346888,001,Alameda
05/25/2018,0.4437715600040441,001,Alameda
09/14/2023,0.38129140359897173,001,Alameda
09/14/2015,0.3547532924335378,001,Alameda
01/17/2015,0.5693056395061729,001,Alameda
07/12/2021,0.35288498221431747,001,Alameda
06/10/2015,0.39503875495553414,001,Alameda
12/19/2014,0.5609261147163491,001,Alameda
07/12/2015,0.3749170788172156,001,Alameda
07/28/2014,0.3495698884758364,001,Alameda
03/22/2015,0.5901061299999999,001,Alameda
11/01/2017,0.38088300112824375,001,Alameda
04/06/2020,0.6146072471217107,001,Alameda
09/30/2023,0.38500180152035823,001,Alameda
05/09/2018,0.5067509656872817,001,Alameda
06/26/2019,0.40268539616778876,001,Alameda
05/09/2019,0.5266595751528806,001,Alameda
04/07/2023,0.610027107455903,001,Alameda
02/02/2014,0.422964953067016,001,Alameda
07/28/2022,0.36172147539277916,001,Alameda
07/28/2013,0.3716256348489412,001,Alameda
12/03/2014,0.5499039876890137,001,Alameda
02/18/2014,0.4471769512195122,001,Alameda
04/22/2020,0.558479307951616,001,Alameda
04/22/2016,0.61248679916318,001,Alameda
02/18/2013,0.5596986202238519,001,Alameda
07/28/2023,0.3835330636797345,001,Alameda
03/06/2023,0.5992067278287461,001,Alameda
07/12/2018,0.37065044414254367,001,Alameda
11/16/2016,0.5401164738455454,001,Alameda
04/07/2014,0.5491888507718697,001,Alameda
03/06/2019,0.6139231526062382,001,Alameda
02/02/2021,0.4897694824882383,001,Alameda
03/06/2014,0.5135363093518251,001,Alameda
11/01/2021,0.50406900615842,001,Alameda
12/02/2016,0.5828999499349155,001,Alameda
09/30/2019,0.37171869791156004,001,Alameda
09/14/2022,0.3587328832571666,001,Alameda
07/12/2019,0.387391215426568,001,Alameda
12/03/2013,0.40159610817941954,001,Alameda
09/30/2015,0.356556759231004,001,Alameda
08/28/2016,0.35496259229694677,001,Alameda
04/07/2017,0.6359588505267549,001,Alameda
11/01/2019,0.36473546482537783,001,Alameda
02/18/2015,0.6366434022094927,001,Alameda
12/03/2017,0.44548894615637685,001,Alameda
